,keys,card
786,Synset('bather.n.02'),1
787,Synset('bedfellow.n.02'),1
788,Synset('best.n.02'),1
789,Synset('biter.n.01'),1
790,Synset('blogger.n.01'),1
791,Synset('bluecoat.n.01'),1
792,Synset('bomber.n.02'),1
793,Synset('bullfighter.n.01'),1
794,Synset('cancer.n.02'),1
795,Synset('capitalist.n.02'),45
796,Synset('captor.n.01'),2
797,Synset('cashier.n.02'),1
798,Synset('censor.n.01'),1
799,Synset('changer.n.01'),1
800,Synset('child.n.03'),1
801,Synset('closer.n.01'),1
802,Synset('collector.n.01'),1
803,Synset('combatant.n.01'),6
804,Synset('communicator.n.01'),71
805,Synset('compulsive.n.01'),2
806,Synset('contemplative.n.01'),1
807,Synset('convert.n.01'),2
808,Synset('counter.n.05'),1
809,Synset('coward.n.01'),3
810,Synset('creator.n.02'),40
811,Synset('creditor.n.01'),1
812,Synset('dancer.n.02'),2
813,Synset('deaf_person.n.01'),2
814,Synset('debtor.n.01'),2
815,Synset('delayer.n.01'),1
816,Synset('demander.n.01'),1
817,Synset('differentiator.n.01'),1
818,Synset('disputant.n.01'),11
819,Synset('divider.n.02'),1
820,Synset('double.n.03'),1
821,Synset('dribbler.n.02'),1
822,Synset('dyslectic.n.01'),1
823,Synset('effecter.n.01'),1
824,Synset('emotional_person.n.01'),1
825,Synset('engineer.n.01'),6
826,Synset('enrollee.n.01'),7
827,Synset('ethnic.n.01'),1
828,Synset('expert.n.01'),49
829,Synset('extrovert.n.01'),1
830,Synset('faddist.n.01'),1
831,Synset('fastener.n.01'),1
832,Synset('fiduciary.n.01'),3
833,Synset('follower.n.01'),6
834,Synset('friend.n.01'),5
835,Synset('gainer.n.01'),1
836,Synset('gambler.n.01'),6
837,Synset('gatherer.n.01'),1
838,Synset('gentile.n.02'),1
839,Synset('good_person.n.01'),12
840,Synset('greeter.n.01'),1
841,Synset('groaner.n.01'),1
842,Synset('guesser.n.01'),1
843,Synset('hater.n.01'),1
844,Synset('homosexual.n.01'),3
845,Synset('hope.n.04'),1
846,Synset('huddler.n.02'),1
847,Synset('immune.n.01'),1
848,Synset('inhabitant.n.01'),89
849,Synset('insured.n.01'),1
850,Synset('interpreter.n.02'),1
851,Synset('jat.n.01'),1
852,Synset('jewel.n.02'),1
853,Synset('junior.n.03'),1
854,Synset('killer.n.01'),5
855,Synset('kneeler.n.01'),1
856,Synset('knower.n.01'),1
857,Synset('latin.n.03'),1
858,Synset('leader.n.01'),99
859,Synset('left-hander.n.02'),1
860,Synset('libra.n.01'),1
861,Synset('lightning_rod.n.01'),1
862,Synset('literate.n.01'),3
863,Synset('longer.n.01'),1
864,Synset('loved_one.n.01'),1
865,Synset('machine.n.02'),1
866,Synset('malcontent.n.01'),1
867,Synset('man.n.03'),1
868,Synset('manipulator.n.02'),1
869,Synset('masturbator.n.01'),1
870,Synset('mesomorph.n.01'),1
871,Synset('middlebrow.n.01'),1
872,Synset('misogamist.n.01'),1
873,Synset('modern.n.01'),1
874,Synset('monolingual.n.01'),1
875,Synset('mouse.n.03'),1
876,Synset('namer.n.01'),1
877,Synset('national.n.01'),6
878,Synset('native.n.02'),1
879,Synset('neighbor.n.01'),1
880,Synset('nondescript.n.01'),1
881,Synset('nonparticipant.n.01'),1
882,Synset('nonperson.n.01'),1
883,Synset('nonresident.n.01'),1
884,Synset('nonworker.n.01'),8
885,Synset('nurser.n.01'),1
886,Synset('optimist.n.01'),1
887,Synset('ostrich.n.01'),1
888,Synset('outcaste.n.01'),1
889,Synset('owner.n.02'),16
890,Synset('pansexual.n.01'),1
891,Synset('partner.n.03'),1
892,Synset('passer.n.02'),1
893,Synset('perceiver.n.01'),10
894,Synset('person_of_color.n.01'),55
895,Synset('personification.n.01'),2
896,Synset('philosopher.n.02'),1
897,Synset('pisces.n.02'),1
898,Synset('planner.n.01'),3
899,Synset('posturer.n.01'),1
900,Synset('precursor.n.02'),2
901,Synset('primitive.n.01'),3
902,Synset('public_relations_person.n.01'),1
903,Synset('pussycat.n.01'),1
904,Synset('quitter.n.01'),1
905,Synset('realist.n.02'),1
906,Synset('redhead.n.01'),1
907,Synset('relative.n.01'),50
908,Synset('religious_person.n.01'),37
909,Synset('rescuer.n.02'),2
910,Synset('restrainer.n.02'),1
911,Synset('rich_person.n.01'),2
912,Synset('riser.n.01'),1
913,Synset('roundhead.n.01'),1
914,Synset('rusher.n.03'),1
915,Synset('scientist.n.01'),34
916,Synset('scratcher.n.02'),1
917,Synset('seeder.n.01'),1
918,Synset('segregate.n.01'),1
919,Synset('sensualist.n.01'),4
920,Synset('sex_object.n.01'),1
921,Synset('shaker.n.01'),1
922,Synset('signer.n.02'),2
923,Synset('six-footer.n.01'),1
924,Synset('slav.n.01'),1
925,Synset('slave.n.03'),1
926,Synset('sloucher.n.01'),1
927,Synset('smasher.n.01'),1
928,Synset('sneezer.n.01'),1
929,Synset('sniffler.n.01'),1
930,Synset('snuffler.n.01'),1
931,Synset('sort.n.03'),1
932,Synset('sphinx.n.01'),1
933,Synset('sport.n.04'),1
934,Synset('spurner.n.01'),1
935,Synset('stifler.n.01'),1
936,Synset('stooper.n.02'),1
937,Synset('struggler.n.01'),1
938,Synset('supernumerary.n.01'),1
939,Synset('survivalist.n.01'),1
940,Synset('suspect.n.01'),1
941,Synset('tagger.n.02'),1
942,Synset('taurus.n.02'),1
943,Synset('termer.n.01'),1
944,Synset('testator.n.01'),1
945,Synset('third-rater.n.01'),1
946,Synset('tiger.n.01'),1
947,Synset('toucher.n.01'),1
948,Synset('transsexual.n.02'),1
949,Synset('traveler.n.01'),45
950,Synset('turner.n.07'),1
951,Synset('undoer.n.02'),1
952,Synset('unskilled_person.n.01'),10
953,Synset('user.n.01'),18
954,Synset('victim.n.02'),2
955,Synset('virgo.n.01'),1
956,Synset('visually_impaired_person.n.01'),1
957,Synset('waker.n.02'),1
958,Synset('wanter.n.01'),1
959,Synset('warrior.n.01'),2
960,Synset('weakling.n.01'),1
961,Synset('white.n.01'),6
962,Synset('winker.n.01'),1
963,Synset('witness.n.05'),1
964,Synset('worldling.n.01'),1
965,Synset('spirit.n.01'),3
966,Synset('collectible.n.01'),1
967,Synset('ingrowth.n.01'),1
968,Synset('icefall.n.01'),1
969,Synset('pack_ice.n.01'),1
970,Synset('archipelago.n.01'),1
971,Synset('cape.n.01'),1
972,Synset('floor.n.04'),1
973,Synset('forest.n.02'),2
974,Synset('isthmus.n.01'),1
975,Synset('mainland.n.01'),1
976,Synset('oxbow.n.01'),1
977,Synset('plain.n.01'),2
978,Synset('wonderland.n.01'),1
979,Synset('fossil.n.02'),1
980,Synset('etcetera.n.01'),1
981,Synset('spider_web.n.02'),1
982,Synset('webbing.n.01'),1
983,Synset('health_hazard.n.01'),1
984,Synset('occupational_hazard.n.01'),1
985,Synset('busman.n.01'),1
986,Synset('designated_driver.n.01'),1
987,Synset('kerb_crawler.n.01'),1
988,Synset('owner-driver.n.01'),1
989,Synset('road_hog.n.01'),1
990,Synset('tailgater.n.01'),1
991,Synset('teamster.n.02'),1
992,Synset('growler.n.02'),1
993,Synset('precipice.n.01'),1
994,Synset('hogback.n.01'),1
995,Synset('col.n.01'),1
996,Synset('saddleback.n.01'),1
997,Synset('phenylpropanolamine.n.01'),1
998,Synset('alp.n.01'),1
999,Synset('seamount.n.01'),1
1000,Synset('salt_marsh.n.01'),1
1001,Synset('major_axis.n.01'),1
1002,Synset('optic_axis.n.01'),1
1003,Synset('semimajor_axis.n.01'),1
1004,Synset('horse_latitude.n.01'),1
1005,Synset('tropic.n.01'),1
1006,Synset('low-water_mark.n.02'),1
1007,Synset('bowels.n.01'),1
1008,Synset('center_of_curvature.n.01'),1
1009,Synset('center_of_mass.n.01'),1
1010,Synset('core.n.03'),1
1011,Synset('nombril.n.01'),1
1012,Synset('nucleus.n.04'),1
1013,Synset('confluence.n.01'),1
1014,Synset('magnetic_pole.n.01'),1
1015,Synset('port.n.01'),2
1016,Synset('cadaver.n.01'),1
1017,Synset('carrion.n.01'),1
1018,Synset('roadkill.n.01'),1
1019,Synset('meteoroid.n.01'),2
1020,Synset('closed_universe.n.01'),1
1021,Synset('nature.n.03'),1
1022,Synset('potato_yellow-dwarf_virus.n.01'),1
1023,Synset('viroid.n.01'),1
1024,Synset('anthill.n.01'),1
1025,Synset('molehill.n.01'),1
1026,Synset('observer's_meridian.n.01'),1
1027,Synset('geosynchronous_orbit.n.01'),1
1028,Synset('apogee.n.02'),1
1029,Synset('aposelene.n.01'),1
1030,Synset('vantage_point.n.01'),1
1031,Synset('mastaba.n.01'),1
1032,Synset('roads.n.01'),1
1033,Synset('airspace.n.01'),1
1034,Synset('disk_space.n.01'),1
1035,Synset('key.n.09'),1
1036,Synset('parking_space.n.01'),1
1037,Synset('separation.n.06'),1
1038,Synset('workspace.n.01'),1
1039,Synset('countryside.n.01'),1
1040,Synset('scrubland.n.01'),1
1041,Synset('wold.n.01'),1
1042,Synset('element.n.04'),1
1043,Synset('medium.n.02'),1
1044,Synset('parts.n.01'),1
1045,Synset('eastern_hemisphere.n.01'),1
1046,Synset('baseball_diamond.n.01'),1
1047,Synset('breeding_ground.n.01'),2
1048,Synset('clearing.n.01'),1
1049,Synset('fairground.n.01'),1
1050,Synset('field.n.01'),3
1051,Synset('grassland.n.01'),2
1052,Synset('industrial_park.n.01'),1
1053,Synset('lot.n.02'),3
1054,Synset('mine_field.n.01'),1
1055,Synset('mud_flat.n.01'),1
1056,Synset('outfield.n.01'),1
1057,Synset('park.n.01'),1
1058,Synset('picnic_area.n.01'),1
1059,Synset('plot.n.02'),7
1060,Synset('range.n.03'),1
1061,Synset('sector.n.05'),1
1062,Synset('site.n.01'),6
1063,Synset('terrain.n.01'),1
1064,Synset('yard.n.03'),1
1065,Synset('yard.n.07'),1
1066,Synset('female_body.n.01'),1
1067,Synset('male_body.n.01'),1
1068,Synset('plasmid.n.01'),1
1069,Synset('inferior_planet.n.01'),1
1070,Synset('morning_star.n.01'),1
1071,Synset('superior_planet.n.01'),1
1072,Synset('angostura_bark.n.01'),1
1073,Synset('cascara.n.01'),1
1074,Synset('cassia_bark.n.01'),1
1075,Synset('cinnamon.n.01'),1
1076,Synset('cork.n.01'),1
1077,Synset('mezereum.n.01'),1
1078,Synset('tanbark.n.01'),1
1079,Synset('winter's_bark.n.01'),1
1080,Synset('blood-brain_barrier.n.01'),1
1081,Synset('rootstock.n.02'),1
1082,Synset('outthrust.n.01'),1
1083,Synset('orthomyxovirus.n.01'),1
1084,Synset('myxoma_virus.n.01'),1
1085,Synset('dead_drop.n.01'),1
1086,Synset('level_crossing.n.01'),1
1087,Synset('county_seat.n.01'),1
1088,Synset('see.n.01'),1
1089,Synset('australian_state.n.01'),1
1090,Synset('commonwealth.n.01'),1
1091,Synset('italian_region.n.01'),1
1092,Synset('tin_pan_alley.n.01'),1
1093,Synset('skid_row.n.01'),1
1094,Synset('frigid_zone.n.01'),1
1095,Synset('temperate_zone.n.01'),1
1096,Synset('briarroot.n.01'),1
1097,Synset('carrot.n.01'),1
1098,Synset('chicory.n.01'),1
1099,Synset('horseradish.n.01'),1
1100,Synset('licorice_root.n.01'),1
1101,Synset('orrisroot.n.01'),1
1102,Synset('pneumatophore.n.01'),1
1103,Synset('radish.n.03'),1
1104,Synset('salsify.n.01'),1
1105,Synset('senega.n.01'),1
1106,Synset('taro.n.01'),1
1107,Synset('shoot.n.01'),1
1108,Synset('burg.n.01'),1
1109,Synset('ghost_town.n.01'),1
1110,Synset('main_street.n.02'),1
1111,Synset('lily_pad.n.01'),1
1112,Synset('galbulus.n.01'),1
1113,Synset('accessory_fruit.n.01'),1
1114,Synset('acorn.n.01'),1
1115,Synset('berry.n.02'),1
1116,Synset('buffalo_nut.n.01'),1
1117,Synset('cubeb.n.01'),1
1118,Synset('ear.n.05'),1
1119,Synset('fruitlet.n.01'),1
1120,Synset('hagberry.n.01'),1
1121,Synset('juniper_berry.n.01'),1
1122,Synset('may_apple.n.01'),1
1123,Synset('pod.n.02'),3
1124,Synset('prairie_gourd.n.01'),1
1125,Synset('quandong.n.02'),1
1126,Synset('schizocarp.n.01'),1
1127,Synset('wild_cherry.n.01'),1
1128,Synset('anatropous_ovule.n.01'),1
1129,Synset('orthotropous_ovule.n.01'),1
1130,Synset('bulbil.n.01'),1
1131,Synset('shallot.n.01'),1
1132,Synset('quickset.n.01'),1
1133,Synset('aeciospore.n.01'),1
1134,Synset('basidiospore.n.01'),1
1135,Synset('chlamydospore.n.01'),1
1136,Synset('endospore.n.01'),1
1137,Synset('megaspore.n.01'),1
1138,Synset('oospore.n.01'),1
1139,Synset('resting_spore.n.01'),1
1140,Synset('zoospore.n.01'),1
1141,Synset('bough.n.01'),1
1142,Synset('auditory_communication.n.01'),132
1143,Synset('didacticism.n.01'),1
1144,Synset('document.n.03'),18
1145,Synset('indication.n.01'),51
1146,Synset('message.n.01'),13
1147,Synset('paralanguage.n.01'),1
1148,Synset('publication.n.03'),1
1149,Synset('signal.n.01'),76
1150,Synset('voice.n.02'),3
1151,Synset('written_communication.n.01'),260
1152,Synset('definite_quantity.n.01'),255
1153,Synset('indefinite_quantity.n.01'),32
1154,Synset('octane_number.n.01'),1
1155,Synset('point.n.06'),11
1156,Synset('proof.n.03'),1
1157,Synset('radical.n.04'),1
1158,Synset('system_of_measurement.n.01'),31
1159,Synset('time_unit.n.01'),7
1160,Synset('volume.n.01'),2
1161,Synset('cognition.n.01'),994
1162,Synset('motivation.n.01'),14
1163,Synset('domain.n.03'),1
1164,Synset('group.n.03'),1
1165,Synset('intersection.n.03'),1
1166,Synset('locus.n.03'),1
1167,Synset('mathematical_space.n.01'),2
1168,Synset('solution.n.04'),1
1169,Synset('universal_set.n.01'),1
1170,Synset('liquid.n.03'),4
1171,Synset('cottonseed_cake.n.01'),1
1172,Synset('greaves.n.01'),1
1173,Synset('adulterant.n.01'),1
1174,Synset('allergen.n.01'),1
1175,Synset('assay.n.02'),1
1176,Synset('chemical_irritant.n.01'),1
1177,Synset('digestive.n.01'),1
1178,Synset('fomentation.n.01'),1
1179,Synset('fuel.n.01'),14
1180,Synset('hydrocolloid.n.01'),1
1181,Synset('inoculant.n.01'),1
1182,Synset('leaven.n.01'),3
1183,Synset('lubricant.n.01'),1
1184,Synset('metabolite.n.01'),1
1185,Synset('philosopher's_stone.n.01'),1
1186,Synset('propellant.n.01'),3
1187,Synset('pyrogen.n.02'),1
1188,Synset('vehicle.n.03'),1
1189,Synset('peat.n.01'),1
1190,Synset('bay.n.01'),1
1191,Synset('drink.n.04'),1
1192,Synset('flowage.n.02'),1
1193,Synset('gulf.n.01'),1
1194,Synset('inlet.n.01'),2
1195,Synset('main.n.01'),1
1196,Synset('ocean.n.01'),1
1197,Synset('polynya.n.01'),1
1198,Synset('sea.n.01'),1
1199,Synset('shoal.n.02'),1
1200,Synset('stream.n.01'),3
1201,Synset('waterfall.n.01'),1
1202,Synset('desideratum.n.01'),1
1203,Synset('need.n.02'),1
1204,Synset('couple.n.05'),2
1205,Synset('molecule.n.01'),95
1206,Synset('first_lady.n.01'),1
1207,Synset('highflier.n.01'),1
1208,Synset('sleeper.n.03'),1
1209,Synset('procurer.n.02'),1
1210,Synset('demon.n.03'),1
1211,Synset('energizer.n.01'),1
1212,Synset('man_of_action.n.01'),1
1213,Synset('venerator.n.01'),1
1214,Synset('brachycephalic.n.01'),1
1215,Synset('catch.n.03'),1
1216,Synset('character.n.05'),1
1217,Synset('dolichocephalic.n.01'),1
1218,Synset('ex-spouse.n.01'),1
1219,Synset('important_person.n.01'),3
1220,Synset('liberal.n.01'),1
1221,Synset('man.n.01'),11
1222,Synset('oldster.n.01'),3
1223,Synset('patrician.n.01'),1
1224,Synset('pledger.n.01'),1
1225,Synset('sobersides.n.01'),1
1226,Synset('stay-at-home.n.01'),1
1227,Synset('thoroughbred.n.01'),1
1228,Synset('dueler.n.01'),1
1229,Synset('luddite.n.01'),1
1230,Synset('apologist.n.01'),1
1231,Synset('darwinian.n.01'),1
1232,Synset('federalist.n.02'),1
1233,Synset('humanist.n.02'),1
1234,Synset('internationalist.n.01'),1
1235,Synset('isolationist.n.01'),1
1236,Synset('libertarian.n.01'),1
1237,Synset('marxist.n.01'),1
1238,Synset('neoclassicist.n.01'),1
1239,Synset('nullifier.n.01'),1
1240,Synset('partitionist.n.01'),1
1241,Synset('presenter.n.02'),1
1242,Synset('protectionist.n.01'),1
1243,Synset('ritualist.n.01'),1
1244,Synset('secessionist.n.01'),1
1245,Synset('separatist.n.01'),1
1246,Synset('suffragist.n.01'),1
1247,Synset('supremacist.n.01'),2
1248,Synset('thatcherite.n.01'),1
1249,Synset('algerian.n.01'),1
1250,Synset('bantu.n.01'),1
1251,Synset('beninese.n.01'),1
1252,Synset('black_african.n.01'),1
1253,Synset('cameroonian.n.01'),1
1254,Synset('chadian.n.01'),1
1255,Synset('congolese.n.01'),1
1256,Synset('egyptian.n.01'),1
1257,Synset('eurafrican.n.01'),1
1258,Synset('fulani.n.01'),1
1259,Synset('gambian.n.01'),1
1260,Synset('guinean.n.01'),1
1261,Synset('liberian.n.01'),1
1262,Synset('madagascan.n.01'),1
1263,Synset('malian.n.01'),1
1264,Synset('moroccan.n.01'),1
1265,Synset('namibian.n.01'),1
1266,Synset('nigerien.n.01'),1
1267,Synset('senegalese.n.01'),1
1268,Synset('somalian.n.01'),1
1269,Synset('sudanese.n.01'),1
1270,Synset('tanzanian.n.01'),1
1271,Synset('tuareg.n.01'),1
1272,Synset('ugandan.n.01'),1
1273,Synset('zairese.n.01'),1
1274,Synset('zimbabwean.n.01'),1
1275,Synset('bird_watcher.n.02'),1
1276,Synset('hobbyist.n.01'),1
1277,Synset('bidder.n.01'),1
1278,Synset('job_candidate.n.01'),1
1279,Synset('petitioner.n.01'),2
1280,Synset('probable.n.01'),1
1281,Synset('enophile.n.01'),1
1282,Synset('allocator.n.01'),1
1283,Synset('authority_figure.n.01'),1
1284,Synset('civil_authority.n.01'),2
1285,Synset('pasha.n.01'),1
1286,Synset('withdrawer.n.01'),1
1287,Synset('banderillero.n.01'),1
1288,Synset('novillero.n.01'),1
1289,Synset('torero.n.01'),1
1290,Synset('financier.n.01'),3
1291,Synset('investor.n.01'),4
1292,Synset('moneymaker.n.01'),1
1293,Synset('kidnapper.n.01'),1
1294,Synset('adulterator.n.02'),1
1295,Synset('standardizer.n.01'),1
1296,Synset('conchologist.n.01'),1
1297,Synset('packrat.n.01'),1
1298,Synset('boxer.n.01'),2
1299,Synset('butter.n.02'),1
1300,Synset('fencer.n.01'),1
1301,Synset('gouger.n.01'),1
1302,Synset('mauler.n.01'),1
1303,Synset('street_fighter.n.02'),1
1304,Synset('wrestler.n.01'),1
1305,Synset('allegorizer.n.01'),1
1306,Synset('articulator.n.01'),7
1307,Synset('avower.n.01'),1
1308,Synset('conferee.n.02'),1
1309,Synset('confessor.n.02'),1
1310,Synset('gossip.n.03'),1
1311,Synset('informant.n.01'),2
1312,Synset('negotiator.n.01'),26
1313,Synset('popularizer.n.01'),1
1314,Synset('promisee.n.01'),1
1315,Synset('propagandist.n.01'),1
1316,Synset('publicist.n.01'),3
1317,Synset('rambler.n.02'),1
1318,Synset('respondent.n.02'),3
1319,Synset('sender.n.01'),1
1320,Synset('signer.n.01'),1
1321,Synset('sympathizer.n.01'),1
1322,Synset('twaddler.n.01'),1
1323,Synset('warner.n.02'),1
1324,Synset('wirer.n.01'),1
1325,Synset('control_freak.n.01'),1
1326,Synset('perfectionist.n.01'),1
1327,Synset('converso.n.01'),1
1328,Synset('cur.n.02'),1
1329,Synset('poltroon.n.01'),1
1330,Synset('shy_person.n.01'),1
1331,Synset('waverer.n.01'),1
1332,Synset('artist.n.01'),14
1333,Synset('choreographer.n.01'),1
1334,Synset('craftsman.n.02'),1
1335,Synset('fantasist.n.01'),1
1336,Synset('inventor.n.01'),1
1337,Synset('modeler.n.01'),1
1338,Synset('producer.n.02'),2
1339,Synset('clog_dancer.n.01'),1
1340,Synset('folk_dancer.n.01'),1
1341,Synset('waltzer.n.01'),1
1342,Synset('mute.n.01'),1
1343,Synset('fly-by-night.n.01'),1
1344,Synset('filibuster.n.01'),1
1345,Synset('temporizer.n.01'),1
1346,Synset('contester.n.01'),1
1347,Synset('denier.n.03'),1
1348,Synset('logomach.n.01'),1
1349,Synset('quarreler.n.01'),1
1350,Synset('subdivider.n.01'),1
1351,Synset('captive.n.03'),1
1352,Synset('aeronautical_engineer.n.01'),1
1353,Synset('army_engineer.n.01'),1
1354,Synset('civil_engineer.n.01'),1
1355,Synset('marine_engineer.n.01'),1
1356,Synset('metallurgist.n.01'),1
1357,Synset('programmer.n.01'),1
1358,Synset('surveyor.n.01'),1
1359,Synset('ace.n.03'),1
1360,Synset('all-rounder.n.01'),1
1361,Synset('analyst.n.02'),3
1362,Synset('antiquary.n.01'),1
1363,Synset('archer.n.01'),1
1364,Synset('black_belt.n.01'),1
1365,Synset('calculator.n.01'),2
1366,Synset('computer_expert.n.01'),1
1367,Synset('efficiency_expert.n.01'),1
1368,Synset('genealogist.n.01'),1
1369,Synset('horticulturist.n.01'),2
1370,Synset('jurist.n.01'),2
1371,Synset('logician.n.01'),1
1372,Synset('mythologist.n.01'),1
1373,Synset('observer.n.02'),1
1374,Synset('parliamentarian.n.02'),1
1375,Synset('prosthetist.n.01'),1
1376,Synset('scout.n.04'),1
1377,Synset('shot.n.05'),2
1378,Synset('talent.n.02'),1
1379,Synset('technocrat.n.01'),1
1380,Synset('veteran.n.03'),1
1381,Synset('administrator.n.02'),1
1382,Synset('executor.n.01'),1
1383,Synset('steward.n.01'),1
1384,Synset('camp_follower.n.02'),1
1385,Synset('cultist.n.01'),1
1386,Synset('disciple.n.01'),1
1387,Synset('flatterer.n.01'),2
1388,Synset('freudian.n.01'),1
1389,Synset('inferior.n.01'),1
1390,Synset('janissary.n.01'),1
1391,Synset('jungian.n.01'),1
1392,Synset('lamarckian.n.01'),1
1393,Synset('machiavellian.n.01'),1
1394,Synset('mohammedan.n.01'),1
1395,Synset('nestorian.n.01'),1
1396,Synset('regular.n.03'),1
1397,Synset('satellite.n.02'),1
1398,Synset('skinnerian.n.01'),1
1399,Synset('submitter.n.01'),1
1400,Synset('vassal.n.01'),1
1401,Synset('alter_ego.n.01'),1
1402,Synset('best_friend.n.01'),1
1403,Synset('buddy.n.01'),1
1404,Synset('confidant.n.01'),1
1405,Synset('girlfriend.n.01'),1
1406,Synset('mate.n.08'),1
1407,Synset('schoolfriend.n.01'),1
1408,Synset('bookmaker.n.02'),1
1409,Synset('croupier.n.01'),1
1410,Synset('high_roller.n.02'),1
1411,Synset('odds-maker.n.01'),1
1412,Synset('speculator.n.02'),2
1413,Synset('winner.n.02'),1
1414,Synset('brick.n.02'),1
1415,Synset('good_egg.n.01'),1
1416,Synset('plaster_saint.n.01'),1
1417,Synset('saint.n.02'),3
1418,Synset('sweetheart.n.02'),1
1419,Synset('abominator.n.01'),1
1420,Synset('anti-semite.n.01'),1
1421,Synset('gay_man.n.01'),1
1422,Synset('white_hope.n.01'),1
1423,Synset('alsatian.n.01'),1
1424,Synset('american.n.03'),12
1425,Synset('australian.n.01'),1
1426,Synset('borderer.n.01'),1
1427,Synset('easterner.n.01'),1
1428,Synset('galilean.n.01'),1
1429,Synset('islander.n.01'),1
1430,Synset('latin.n.02'),1
1431,Synset('marcher.n.01'),1
1432,Synset('new_zealander.n.01'),1
1433,Synset('numidian.n.01'),1
1434,Synset('philistine.n.02'),1
1435,Synset('plainsman.n.01'),1
1436,Synset('tellurian.n.01'),1
1437,Synset('villager.n.01'),1
1438,Synset('executioner.n.01'),1
1439,Synset('garroter.n.01'),1
